class,canonicalcategory,category,film,name,nominees,winner,detail,multifilmnomination
Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,The Danish Girl,Eddie Redmayne,Eddie Redmayne,False,Lili,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,The Big Short,Christian Bale,Christian Bale,False,Michael Burry,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,The Revenant,Tom Hardy,Tom Hardy,False,John Fitzgerald,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Spotlight,Mark Ruffalo,Mark Ruffalo,False,Mike Rezendes,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Bridge of Spies,Mark Rylance,Mark Rylance,True,Rudolf Abel,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Creed,Sylvester Stallone,Sylvester Stallone,False,Rocky Balboa,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Carol,Cate Blanchett,Cate Blanchett,False,Carol Aird,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Room,Brie Larson,Brie Larson,True,Ma,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Joy,Jennifer Lawrence,Jennifer Lawrence,False,Joy,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,45 Years,Charlotte Rampling,Charlotte Rampling,False,Kate Mercer,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Brooklyn,Saoirse Ronan,Saoirse Ronan,False,Eilis,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,The Hateful Eight,Jennifer Jason Leigh,Jennifer Jason Leigh,False,Daisy Domergue,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Carol,Rooney Mara,Rooney Mara,False,Therese Belivet,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Spotlight,Rachel McAdams,Rachel McAdams,False,Sacha Pfeiffer,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,The Danish Girl,Alicia Vikander,Alicia Vikander,True,Gerda,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Steve Jobs,Kate Winslet,Kate Winslet,False,Joanna Hoffman,nan
Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Anomalisa,"Charlie Kaufman, Duke Johnson and Rosa Tran","Charlie Kaufman, Duke Johnson, Rosa Tran",False,nan,nan
Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Boy and the World,Alê Abreu,Alê Abreu,False,nan,nan
Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Inside Out,Pete Docter and Jonas Rivera,"Pete Docter, Jonas Rivera",True,nan,nan
Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Shaun the Sheep Movie,Mark Burton and Richard Starzak,"Mark Burton, Richard Starzak",False,nan,nan
Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,When Marnie Was There,Hiromasa Yonebayashi and Yoshiaki Nishimura,"Hiromasa Yonebayashi, Yoshiaki Nishimura",False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Carol,Ed Lachman,Ed Lachman,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,The Hateful Eight,Robert Richardson,Robert Richardson,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Mad Max: Fury Road,John Seale,John Seale,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,The Revenant,Emmanuel Lubezki,Emmanuel Lubezki,True,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Sicario,Roger Deakins,Roger Deakins,False,nan,nan
Production,COSTUME DESIGN,COSTUME DESIGN,Carol,Sandy Powell,Sandy Powell,False,nan,nan
Production,COSTUME DESIGN,COSTUME DESIGN,Cinderella,Sandy Powell,Sandy Powell,False,nan,nan
Production,COSTUME DESIGN,COSTUME DESIGN,The Danish Girl,Paco Delgado,Paco Delgado,False,nan,nan
Production,COSTUME DESIGN,COSTUME DESIGN,Mad Max: Fury Road,Jenny Beavan,Jenny Beavan,True,nan,nan
Production,COSTUME DESIGN,COSTUME DESIGN,The Revenant,Jacqueline West,Jacqueline West,False,nan,nan
Directing,DIRECTING,DIRECTING,The Big Short,Adam McKay,Adam McKay,False,nan,nan
Directing,DIRECTING,DIRECTING,Mad Max: Fury Road,George Miller,George Miller,False,nan,nan
Directing,DIRECTING,DIRECTING,The Revenant,Alejandro G. Iñárritu,Alejandro G. Iñárritu,True,nan,nan
Directing,DIRECTING,DIRECTING,Room,Lenny Abrahamson,Lenny Abrahamson,False,nan,nan
Directing,DIRECTING,DIRECTING,Spotlight,Tom McCarthy,Tom McCarthy,False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Amy,Asif Kapadia and James Gay-Rees,"Asif Kapadia, James Gay-Rees",True,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Cartel Land,Matthew Heineman and Tom Yellin,"Matthew Heineman, Tom Yellin",False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),The Look of Silence,Joshua Oppenheimer and Signe Byrge Sørensen,"Joshua Oppenheimer, Signe Byrge Sørensen",False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),"What Happened, Miss Simone?","Liz Garbus, Amy Hobby and Justin Wilkes","Liz Garbus, Amy Hobby, Justin Wilkes",False,nan,nan
Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky and Den Tolmor,"Evgeny Afineevsky, Den Tolmor",False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Body Team 12,David Darg and Bryn Mooser,"David Darg, Bryn Mooser",False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),"Chau, beyond the Lines",Courtney Marsh and Jerry Franck,"Courtney Marsh, Jerry Franck",False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Claude Lanzmann: Spectres of the Shoah,Adam Benzine,Adam Benzine,False,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),A Girl in the River: The Price of Forgiveness,Sharmeen Obaid-Chinoy,Sharmeen Obaid-Chinoy,True,nan,nan
Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Last Day of Freedom,Dee Hibbert-Jones and Nomi Talisman,"Dee Hibbert-Jones, Nomi Talisman",False,nan,nan
Production,FILM EDITING,FILM EDITING,The Big Short,Hank Corwin,Hank Corwin,False,nan,nan
Production,FILM EDITING,FILM EDITING,Mad Max: Fury Road,Margaret Sixel,Margaret Sixel,True,nan,nan
Production,FILM EDITING,FILM EDITING,The Revenant,Stephen Mirrione,Stephen Mirrione,False,nan,nan
Production,FILM EDITING,FILM EDITING,Spotlight,Tom McArdle,Tom McArdle,False,nan,nan
Production,FILM EDITING,FILM EDITING,Star Wars: The Force Awakens,Maryann Brandon and Mary Jo Markey,"Maryann Brandon, Mary Jo Markey",False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Embrace of the Serpent,Colombia,nan,False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Mustang,France,nan,False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Son of Saul,Hungary,nan,True,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Theeb,Jordan,nan,False,nan,nan
Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,A War,Denmark,nan,False,nan,nan
Production,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,Mad Max: Fury Road,"Lesley Vanderwalt, Elka Wardega and Damian Martin","Lesley Vanderwalt, Elka Wardega, Damian Martin",True,nan,nan
Production,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,The 100-Year-Old Man Who Climbed out the Window and Disappeared,Love Larson and Eva von Bahr,"Love Larson, Eva von Bahr",False,nan,nan
Production,MAKEUP AND HAIRSTYLING,MAKEUP AND HAIRSTYLING,The Revenant,"Siân Grigg, Duncan Jarman and Robert Pandini","Siân Grigg, Duncan Jarman, Robert Pandini",False,nan,nan
Music,MUSIC (Original Score),MUSIC (Original Score),Bridge of Spies,Thomas Newman,Thomas Newman,False,nan,nan
Music,MUSIC (Original Score),MUSIC (Original Score),Carol,Carter Burwell,Carter Burwell,False,nan,nan
Music,MUSIC (Original Score),MUSIC (Original Score),The Hateful Eight,Ennio Morricone,Ennio Morricone,True,nan,nan
Music,MUSIC (Original Score),MUSIC (Original Score),Sicario,Jóhann Jóhannsson,Jóhann Jóhannsson,False,nan,nan
Music,MUSIC (Original Score),MUSIC (Original Score),Star Wars: The Force Awakens,John Williams,John Williams,False,nan,nan
Music,MUSIC (Original Song),MUSIC (Original Song),Fifty Shades of Grey,"Music and Lyric by The Weeknd, Ahmad Balshe, Jason Quenneville and Stephan Moccio","The Weeknd, Ahmad Balshe, Jason Quenneville, Stephan Moccio",False,Earned It,nan
Music,MUSIC (Original Song),MUSIC (Original Song),Racing Extinction,Music by J. Ralph; Lyric by Anohni,"J. Ralph, Anohni",False,Manta Ray,nan
Music,MUSIC (Original Song),MUSIC (Original Song),Youth,Music and Lyric by David Lang,David Lang,False,Simple Song #3,nan
Music,MUSIC (Original Song),MUSIC (Original Song),The Hunting Ground,Music and Lyric by Diane Warren and Lady Gaga,"Diane Warren, Lady Gaga",False,Til It Happens To You,nan
Music,MUSIC (Original Song),MUSIC (Original Song),Spectre,Music and Lyric by Jimmy Napes and Sam Smith,"Jimmy Napes, Sam Smith",True,Writing's On The Wall,nan
Title,BEST PICTURE,BEST PICTURE,The Big Short,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers","Brad Pitt, Dede Gardner, Jeremy Kleiner",False,nan,nan
Title,BEST PICTURE,BEST PICTURE,Bridge of Spies,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers","Steven Spielberg, Marc Platt, Kristie Macosko Krieger",False,nan,nan
Title,BEST PICTURE,BEST PICTURE,Brooklyn,"Finola Dwyer and Amanda Posey, Producers","Finola Dwyer, Amanda Posey",False,nan,nan
Title,BEST PICTURE,BEST PICTURE,Mad Max: Fury Road,"Doug Mitchell and George Miller, Producers","Doug Mitchell, George Miller",False,nan,nan
Title,BEST PICTURE,BEST PICTURE,The Martian,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers","Simon Kinberg, Ridley Scott, Michael Schaefer, Mark Huffam",False,nan,nan
Title,BEST PICTURE,BEST PICTURE,The Revenant,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon, Producers","Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent, Keith Redmon",False,nan,nan
Title,BEST PICTURE,BEST PICTURE,Room,"Ed Guiney, Producer",Ed Guiney,False,nan,nan
Title,BEST PICTURE,BEST PICTURE,Spotlight,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers","Michael Sugar, Steve Golin, Nicole Rocklin, Blye Pagon Faust",True,nan,nan
Production,ART DIRECTION,PRODUCTION DESIGN,Bridge of Spies,Production Design: Adam Stockhausen; Set Decoration: Rena DeAngelo and Bernhard Henrich,"Adam Stockhausen, Rena DeAngelo, Bernhard Henrich",False,nan,nan
Production,ART DIRECTION,PRODUCTION DESIGN,The Danish Girl,Production Design: Eve Stewart; Set Decoration: Michael Standish,"Eve Stewart, Michael Standish",False,nan,nan
Production,ART DIRECTION,PRODUCTION DESIGN,Mad Max: Fury Road,Production Design: Colin Gibson; Set Decoration: Lisa Thompson,"Colin Gibson, Lisa Thompson",True,nan,nan
Production,ART DIRECTION,PRODUCTION DESIGN,The Martian,Production Design: Arthur Max; Set Decoration: Celia Bobak,"Arthur Max, Celia Bobak",False,nan,nan
Production,ART DIRECTION,PRODUCTION DESIGN,The Revenant,Production Design: Jack Fisk; Set Decoration: Hamish Purdy,"Jack Fisk, Hamish Purdy",False,nan,nan
Title,SHORT FILM (Animated),SHORT FILM (Animated),Bear Story,Gabriel Osorio and Pato Escala,"Gabriel Osorio, Pato Escala",True,nan,nan
Title,SHORT FILM (Animated),SHORT FILM (Animated),Prologue,Richard Williams and Imogen Sutton,"Richard Williams, Imogen Sutton",False,nan,nan
Title,SHORT FILM (Animated),SHORT FILM (Animated),Sanjay's Super Team,Sanjay Patel and Nicole Grindle,"Sanjay Patel, Nicole Grindle",False,nan,nan
Title,SHORT FILM (Animated),SHORT FILM (Animated),We Can't Live without Cosmos,Konstantin Bronzit,Konstantin Bronzit,False,nan,nan
Title,SHORT FILM (Animated),SHORT FILM (Animated),World of Tomorrow,Don Hertzfeldt,Don Hertzfeldt,False,nan,nan
Title,SHORT FILM (Live Action),SHORT FILM (Live Action),Ave Maria,Basil Khalil and Eric Dupont,"Basil Khalil, Eric Dupont",False,nan,nan
Title,SHORT FILM (Live Action),SHORT FILM (Live Action),Day One,Henry Hughes,Henry Hughes,False,nan,nan
Title,SHORT FILM (Live Action),SHORT FILM (Live Action),Everything Will Be Okay (Alles Wird Gut),Patrick Vollrath,Patrick Vollrath,False,nan,nan
Title,SHORT FILM (Live Action),SHORT FILM (Live Action),Shok,Jamie Donoughue,Jamie Donoughue,False,nan,nan
Title,SHORT FILM (Live Action),SHORT FILM (Live Action),Stutterer,Benjamin Cleary and Serena Armitage,"Benjamin Cleary, Serena Armitage",True,nan,nan
Production,SOUND EDITING,SOUND EDITING,Mad Max: Fury Road,Mark Mangini and David White,"Mark Mangini, David White",True,nan,nan
Production,SOUND EDITING,SOUND EDITING,The Martian,Oliver Tarney,Oliver Tarney,False,nan,nan
Production,SOUND EDITING,SOUND EDITING,The Revenant,Martin Hernandez and Lon Bender,"Martin Hernandez, Lon Bender",False,nan,nan
Production,SOUND EDITING,SOUND EDITING,Sicario,Alan Robert Murray,Alan Robert Murray,False,nan,nan
Production,SOUND EDITING,SOUND EDITING,Star Wars: The Force Awakens,Matthew Wood and David Acord,"Matthew Wood, David Acord",False,nan,nan
Production,SOUND MIXING,SOUND MIXING,Bridge of Spies,"Andy Nelson, Gary Rydstrom and Drew Kunin","Andy Nelson, Gary Rydstrom, Drew Kunin",False,nan,nan
Production,SOUND MIXING,SOUND MIXING,Mad Max: Fury Road,"Chris Jenkins, Gregg Rudloff and Ben Osmo","Chris Jenkins, Gregg Rudloff, Ben Osmo",True,nan,nan
Production,SOUND MIXING,SOUND MIXING,The Martian,"Paul Massey, Mark Taylor and Mac Ruth","Paul Massey, Mark Taylor, Mac Ruth",False,nan,nan
Production,SOUND MIXING,SOUND MIXING,The Revenant,"Jon Taylor, Frank A. Montaño, Randy Thom and Chris Duesterdiek","Jon Taylor, Frank A. Montaño, Randy Thom, Chris Duesterdiek",False,nan,nan
Production,SOUND MIXING,SOUND MIXING,Star Wars: The Force Awakens,"Andy Nelson, Christopher Scarabosio and Stuart Wilson","Andy Nelson, Christopher Scarabosio, Stuart Wilson",False,nan,nan
Production,VISUAL EFFECTS,VISUAL EFFECTS,Ex Machina,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett","Andrew Whitehurst, Paul Norris, Mark Ardington, Sara Bennett",True,nan,nan
Production,VISUAL EFFECTS,VISUAL EFFECTS,Mad Max: Fury Road,"Andrew Jackson, Tom Wood, Dan Oliver and Andy Williams","Andrew Jackson, Tom Wood, Dan Oliver, Andy Williams",False,nan,nan
Production,VISUAL EFFECTS,VISUAL EFFECTS,The Martian,"Richard Stammers, Anders Langlands, Chris Lawrence and Steven Warner","Richard Stammers, Anders Langlands, Chris Lawrence, Steven Warner",False,nan,nan
Production,VISUAL EFFECTS,VISUAL EFFECTS,The Revenant,"Rich McBride, Matthew Shumway, Jason Smith and Cameron Waldbauer","Rich McBride, Matthew Shumway, Jason Smith, Cameron Waldbauer",False,nan,nan
Production,VISUAL EFFECTS,VISUAL EFFECTS,Star Wars: The Force Awakens,"Roger Guyett, Patrick Tubach, Neal Scanlan and Chris Corbould","Roger Guyett, Patrick Tubach, Neal Scanlan, Chris Corbould",False,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),The Big Short,Screenplay by Charles Randolph and Adam McKay,"Charles Randolph, Adam McKay",True,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Brooklyn,Screenplay by Nick Hornby,Nick Hornby,False,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Carol,Screenplay by Phyllis Nagy,Phyllis Nagy,False,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),The Martian,Screenplay by Drew Goddard,Drew Goddard,False,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Adapted Screenplay),Room,Screenplay by Emma Donoghue,Emma Donoghue,False,nan,nan
Writing,WRITING (Original Screenplay),WRITING (Original Screenplay),Bridge of Spies,Written by Matt Charman and Ethan Coen & Joel Coen,"Matt Charman, Ethan Coen, Joel Coen",False,nan,nan
Writing,WRITING (Original Screenplay),WRITING (Original Screenplay),Ex Machina,Written by Alex Garland,Alex Garland,False,nan,nan
Writing,WRITING (Original Screenplay),WRITING (Original Screenplay),Inside Out,"Screenplay by Pete Docter, Meg LeFauve, Josh Cooley; Original story by Pete Docter, Ronnie del Carmen","Pete Docter, Meg LeFauve, Josh Cooley, Ronnie del Carmen",False,nan,nan
Writing,WRITING (Original Screenplay),WRITING (Original Screenplay),Spotlight,Written by Josh Singer & Tom McCarthy,"Josh Singer, Tom McCarthy",True,nan,nan
Writing,WRITING (Original Screenplay),WRITING (Original Screenplay),Straight Outta Compton,Screenplay by Jonathan Herman and Andrea Berloff; Story by S. Leigh Savidge & Alan Wenkus and Andrea Berloff,"Jonathan Herman, Andrea Berloff, S. Leigh Savidge, Alan Wenkus",False,nan,nan
Special,JEAN HERSHOLT HUMANITARIAN AWARD,JEAN HERSHOLT HUMANITARIAN AWARD,nan,Debbie Reynolds,Debbie Reynolds,True,nan,nan
SciTech,SCIENTIFIC AND TECHNICAL AWARD (Special Award),SCIENTIFIC AND TECHNICAL AWARD (Special Award),nan,nan,The Society of Motion Picture and Television Engineers,True,nan,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Manchester by the Sea,Casey Affleck,Casey Affleck,True,Lee Chandler,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Hacksaw Ridge,Andrew Garfield,Andrew Garfield,False,Desmond Doss,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,La La Land,Ryan Gosling,Ryan Gosling,False,Sebastian,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Captain Fantastic,Viggo Mortensen,Viggo Mortensen,False,Ben,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,Fences,Denzel Washington,Denzel Washington,False,Troy Maxson,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Moonlight,Mahershala Ali,Mahershala Ali,True,Juan,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Hell or High Water,Jeff Bridges,Jeff Bridges,False,Marcus Hamilton,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Manchester by the Sea,Lucas Hedges,Lucas Hedges,False,Patrick Chandler,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Lion,Dev Patel,Dev Patel,False,Saroo Brierley,nan
Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Nocturnal Animals,Michael Shannon,Michael Shannon,False,Bobby Andes,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Elle,Isabelle Huppert,Isabelle Huppert,False,Michèle,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Loving,Ruth Negga,Ruth Negga,False,Mildred,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Jackie,Natalie Portman,Natalie Portman,False,Jackie Kennedy,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,La La Land,Emma Stone,Emma Stone,True,Mia,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,Florence Foster Jenkins,Meryl Streep,Meryl Streep,False,Florence Foster Jenkins,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Fences,Viola Davis,Viola Davis,True,Rose Maxson,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Moonlight,Naomie Harris,Naomie Harris,False,Paula,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Lion,Nicole Kidman,Nicole Kidman,False,Sue Brierley,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Hidden Figures,Octavia Spencer,Octavia Spencer,False,Dorothy Vaughan,nan
Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Manchester by the Sea,Michelle Williams,Michelle Williams,False,Randi Chandler,nan
Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Kubo and the Two Strings,Travis Knight and Arianne Sutner,"Travis Knight, Arianne Sutner",False,nan,nan
Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Moana,"John Musker, Ron Clements and Osnat Shurer","John Musker, Ron Clements, Osnat Shurer",False,nan,nan
Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,My Life as a Zucchini,Claude Barras and Max Karli,"Claude Barras, Max Karli",False,nan,nan
Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,The Red Turtle,Michael Dudok de Wit and Toshio Suzuki,"Michael Dudok de Wit, Toshio Suzuki",False,nan,nan
Title,ANIMATED FEATURE FILM,ANIMATED FEATURE FILM,Zootopia,"Byron Howard, Rich Moore and Clark Spencer","Byron Howard, Rich Moore, Clark Spencer",True,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Arrival,Bradford Young,Bradford Young,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,La La Land,Linus Sandgren,Linus Sandgren,True,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Lion,Greig Fraser,Greig Fraser,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Moonlight,James Laxton,James Laxton,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Silence,Rodrigo Prieto,Rodrigo Prieto,False,nan,nan
